eventid, userid, eventtime, type, diffgold, diffpower, difflevel
529,155,2022-12-16 15:02:01,2,60938,0,0
530,3,2022-12-16 15:02:48,1,-16156,83933,0
531,842,2022-12-16 15:03:34,2,25234,0,0
532,551,2022-12-16 15:03:40,1,-67648,68471,0
533,510,2022-12-16 15:04:29,2,45854,0,0
534,197,2022-12-16 15:04:39,3,0,0,2
535,638,2022-12-16 15:05:08,1,-26794,47456,0
536,30,2022-12-16 15:05:39,1,-46602,27008,0
537,70,2022-12-16 15:06:19,3,0,0,2
538,52,2022-12-16 15:06:54,1,-26683,96321,0
539,996,2022-12-16 15:07:19,1,-17950,30471,0
540,868,2022-12-16 15:07:42,3,0,0,1
541,73,2022-12-16 15:08:05,3,0,0,2
542,691,2022-12-16 15:08:53,1,-13684,5679,0
543,650,2022-12-16 15:09:10,3,0,0,1
544,138,2022-12-16 15:09:38,2,24904,0,0
545,514,2022-12-16 15:09:44,1,-40798,57048,0
546,524,2022-12-16 15:10:29,3,0,0,1
547,542,2022-12-16 15:10:51,2,10066,0,0
548,821,2022-12-16 15:11:38,3,0,0,1
549,405,2022-12-16 15:11:44,2,46923,0,0
550,698,2022-12-16 15:11:54,1,-72163,40157,0
551,474,2022-12-16 15:12:13,1,-90856,72575,0
552,382,2022-12-16 15:12:35,1,-95696,67330,0
553,964,2022-12-16 15:13:12,2,58490,0,0
554,341,2022-12-16 15:13:23,2,38726,0,0
555,982,2022-12-16 15:14:06,2,95167,0,0
556,88,2022-12-16 15:14:30,3,0,0,2
557,601,2022-12-16 15:14:32,1,-74986,75111,0
558,993,2022-12-16 15:14:40,3,0,0,2
559,613,2022-12-16 15:14:47,2,81085,0,0
560,181,2022-12-16 15:15:07,1,-88216,97865,0
561,176,2022-12-16 15:15:51,3,0,0,1
562,615,2022-12-16 15:16:25,3,0,0,2
563,152,2022-12-16 15:17:00,1,-16032,23707,0
564,823,2022-12-16 15:17:19,2,65849,0,0
565,206,2022-12-16 15:17:30,1,-2096,8085,0
566,523,2022-12-16 15:18:04,1,-74929,89336,0
567,657,2022-12-16 15:18:23,2,65129,0,0
568,913,2022-12-16 15:18:29,2,91687,0,0
569,76,2022-12-16 15:18:48,2,47773,0,0
570,826,2022-12-16 15:19:36,2,82585,0,0
571,289,2022-12-16 15:20:16,3,0,0,2
572,939,2022-12-16 15:20:36,3,0,0,1
573,74,2022-12-16 15:21:10,1,-67822,70098,0
574,433,2022-12-16 15:21:26,2,47428,0,0
575,682,2022-12-16 15:21:50,3,0,0,2
576,267,2022-12-16 15:22:08,3,0,0,1
577,60,2022-12-16 15:22:29,1,-9393,73932,0
578,389,2022-12-16 15:22:34,2,85272,0,0
579,425,2022-12-16 15:23:02,2,31368,0,0
580,936,2022-12-16 15:23:40,2,76317,0,0
581,591,2022-12-16 15:24:20,1,-23683,12741,0
582,536,2022-12-16 15:25:09,1,-60883,84850,0
583,257,2022-12-16 15:25:29,1,-72950,59045,0
584,391,2022-12-16 15:26:15,2,97751,0,0
585,407,2022-12-16 15:26:43,3,0,0,2
586,254,2022-12-16 15:27:31,2,8297,0,0
587,486,2022-12-16 15:28:19,1,-23953,31705,0
588,65,2022-12-16 15:28:41,3,0,0,1
589,875,2022-12-16 15:28:48,1,-9651,3027,0
590,656,2022-12-16 15:28:53,2,19146,0,0
591,928,2022-12-16 15:29:09,2,21526,0,0
592,883,2022-12-16 15:29:29,1,-4917,31363,0
593,82,2022-12-16 15:30:18,3,0,0,2
594,227,2022-12-16 15:30:34,1,-93201,35784,0
595,645,2022-12-16 15:31:18,2,95967,0,0
596,276,2022-12-16 15:31:46,3,0,0,1
597,676,2022-12-16 15:32:06,2,95848,0,0
598,48,2022-12-16 15:32:43,2,26600,0,0
599,234,2022-12-16 15:33:28,1,-92661,21605,0
600,33,2022-12-16 15:34:04,1,-62090,32642,0
601,575,2022-12-16 15:34:10,1,-37630,13273,0
602,227,2022-12-16 15:34:43,1,-76523,31356,0
603,262,2022-12-16 15:35:00,2,6893,0,0
604,588,2022-12-16 15:35:10,3,0,0,1
605,527,2022-12-16 15:35:50,2,30829,0,0
606,737,2022-12-16 15:36:24,3,0,0,2
607,104,2022-12-16 15:37:10,3,0,0,1
608,259,2022-12-16 15:37:36,3,0,0,1
609,22,2022-12-16 15:38:05,2,27860,0,0
610,958,2022-12-16 15:38:17,1,-65854,7281,0
611,424,2022-12-16 15:39:06,1,-46481,13620,0
612,626,2022-12-16 15:39:47,3,0,0,1
613,834,2022-12-16 15:40:11,3,0,0,1
614,654,2022-12-16 15:40:59,1,-19434,17670,0
615,748,2022-12-16 15:41:10,1,-63912,53358,0
616,330,2022-12-16 15:41:30,3,0,0,2
617,585,2022-12-16 15:42:01,1,-86242,38837,0
618,414,2022-12-16 15:42:50,2,15111,0,0
619,866,2022-12-16 15:42:51,1,-89412,12663,0
620,199,2022-12-16 15:43:11,2,33690,0,0
621,834,2022-12-16 15:43:12,2,90430,0,0
622,189,2022-12-16 15:43:32,1,-78886,86419,0
623,800,2022-12-16 15:44:18,2,1532,0,0
624,220,2022-12-16 15:44:23,3,0,0,2
625,675,2022-12-16 15:44:58,2,51682,0,0
626,526,2022-12-16 15:45:44,2,98136,0,0
627,903,2022-12-16 15:46:30,2,11932,0,0
628,381,2022-12-16 15:47:10,2,92702,0,0
629,409,2022-12-16 15:47:12,3,0,0,1
630,992,2022-12-16 15:47:33,1,-84018,96065,0
631,31,2022-12-16 15:47:46,1,-29378,74977,0
632,611,2022-12-16 15:48:21,1,-63255,97863,0
633,632,2022-12-16 15:48:47,1,-40124,4664,0
634,618,2022-12-16 15:49:22,1,-8780,60210,0
635,755,2022-12-16 15:49:48,2,40383,0,0
636,89,2022-12-16 15:49:55,2,78721,0,0
637,218,2022-12-16 15:50:02,2,40048,0,0
638,320,2022-12-16 15:50:44,3,0,0,1
639,570,2022-12-16 15:50:50,3,0,0,2
640,241,2022-12-16 15:51:38,3,0,0,1
641,258,2022-12-16 15:51:45,2,19805,0,0
642,364,2022-12-16 15:52:33,1,-59466,64801,0
643,76,2022-12-16 15:52:46,2,34312,0,0
644,76,2022-12-16 15:53:14,2,27600,0,0
645,991,2022-12-16 15:53:59,2,94770,0,0
646,325,2022-12-16 15:54:27,2,79638,0,0
647,566,2022-12-16 15:54:46,2,7038,0,0
648,635,2022-12-16 15:54:53,1,-98874,34191,0
649,195,2022-12-16 15:55:20,1,-38968,90827,0
650,244,2022-12-16 15:55:35,1,-44322,63849,0
651,541,2022-12-16 15:55:41,3,0,0,2
652,281,2022-12-16 15:56:07,2,59929,0,0
653,11,2022-12-16 15:56:19,3,0,0,2
654,534,2022-12-16 15:56:38,2,36483,0,0
655,620,2022-12-16 15:56:58,3,0,0,1
656,923,2022-12-16 15:57:22,3,0,0,1
657,142,2022-12-16 15:57:37,3,0,0,2
658,680,2022-12-16 15:57:46,1,-33161,23970,0
659,611,2022-12-16 15:58:14,2,7509,0,0
660,886,2022-12-16 15:58:56,1,-86123,48049,0
661,589,2022-12-16 15:59:12,2,434,0,0
662,632,2022-12-16 15:59:57,1,-8539,31338,0
663,763,2022-12-16 16:00:32,2,57690,0,0
664,374,2022-12-16 16:01:13,1,-64751,42668,0
665,90,2022-12-16 16:01:46,1,-23739,10684,0
666,555,2022-12-16 16:02:10,2,75860,0,0
667,960,2022-12-16 16:02:33,3,0,0,1
668,272,2022-12-16 16:02:43,1,-33428,98996,0
669,969,2022-12-16 16:03:32,1,-83527,15983,0
670,619,2022-12-16 16:03:56,3,0,0,2
671,66,2022-12-16 16:04:30,3,0,0,1
672,823,2022-12-16 16:04:44,1,-82089,8083,0
673,856,2022-12-16 16:05:07,2,1429,0,0
674,137,2022-12-16 16:05:18,3,0,0,1
675,984,2022-12-16 16:06:02,2,7818,0,0
676,481,2022-12-16 16:06:49,2,12101,0,0
677,403,2022-12-16 16:07:20,2,32370,0,0
678,525,2022-12-16 16:07:31,2,89842,0,0
679,616,2022-12-16 16:08:19,1,-34994,3256,0
680,91,2022-12-16 16:08:49,1,-38709,42954,0
681,487,2022-12-16 16:09:12,3,0,0,1
682,574,2022-12-16 16:09:19,1,-23595,49665,0
683,313,2022-12-16 16:10:04,3,0,0,1
684,740,2022-12-16 16:10:40,2,30505,0,0
685,614,2022-12-16 16:11:10,2,54185,0,0
686,583,2022-12-16 16:11:36,3,0,0,1
687,560,2022-12-16 16:11:43,2,19425,0,0
688,329,2022-12-16 16:12:22,3,0,0,2
689,393,2022-12-16 16:12:43,1,-98505,53709,0
690,41,2022-12-16 16:13:10,3,0,0,1
691,1000,2022-12-16 16:13:16,3,0,0,1
692,853,2022-12-16 16:13:45,1,-24033,649,0
693,921,2022-12-16 16:14:10,1,-49161,41805,0
694,456,2022-12-16 16:14:53,1,-20400,12840,0
695,408,2022-12-16 16:15:33,3,0,0,1
696,46,2022-12-16 16:16:05,1,-74445,25767,0
697,664,2022-12-16 16:16:33,3,0,0,1
698,896,2022-12-16 16:17:08,1,-41660,675,0
699,650,2022-12-16 16:17:25,3,0,0,1
700,704,2022-12-16 16:17:49,2,67766,0,0
701,483,2022-12-16 16:18:13,1,-30867,5564,0
702,802,2022-12-16 16:18:25,3,0,0,2
703,760,2022-12-16 16:18:54,2,39480,0,0
704,327,2022-12-16 16:19:23,3,0,0,1
705,927,2022-12-16 16:19:55,1,-14217,28570,0
706,521,2022-12-16 16:19:59,2,49812,0,0
707,787,2022-12-16 16:20:48,3,0,0,1
708,742,2022-12-16 16:21:10,2,72142,0,0
709,841,2022-12-16 16:21:25,1,-57929,83236,0
710,368,2022-12-16 16:21:37,2,59764,0,0
711,120,2022-12-16 16:22:05,1,-39769,18313,0
712,325,2022-12-16 16:22:28,3,0,0,1
713,1,2022-12-16 16:23:14,1,-21048,91882,0
714,550,2022-12-16 16:23:30,2,75230,0,0
715,239,2022-12-16 16:23:42,2,66317,0,0
716,889,2022-12-16 16:23:51,1,-27961,62291,0
717,724,2022-12-16 16:24:09,3,0,0,2
718,807,2022-12-16 16:24:24,3,0,0,2
719,447,2022-12-16 16:24:50,3,0,0,2
720,316,2022-12-16 16:25:04,3,0,0,1
721,876,2022-12-16 16:25:48,2,36250,0,0
722,979,2022-12-16 16:26:21,3,0,0,2
723,946,2022-12-16 16:27:00,1,-71932,35835,0
724,412,2022-12-16 16:27:01,1,-58228,70261,0
725,64,2022-12-16 16:27:39,3,0,0,2
726,666,2022-12-16 16:28:05,1,-60494,61446,0
727,841,2022-12-16 16:28:07,3,0,0,1
728,979,2022-12-16 16:28:37,1,-43419,47437,0
729,758,2022-12-16 16:28:45,1,-34495,92990,0
730,260,2022-12-16 16:29:30,2,78532,0,0
731,789,2022-12-16 16:29:33,2,89797,0,0
732,198,2022-12-16 16:29:53,1,-29637,98334,0
733,914,2022-12-16 16:30:06,2,96190,0,0
734,206,2022-12-16 16:30:35,2,474,0,0
735,782,2022-12-16 16:30:45,3,0,0,1
736,378,2022-12-16 16:31:22,3,0,0,1
737,858,2022-12-16 16:31:34,1,-12301,16928,0
738,608,2022-12-16 16:31:37,3,0,0,2
739,345,2022-12-16 16:32:21,3,0,0,1
740,11,2022-12-16 16:33:10,3,0,0,1
741,299,2022-12-16 16:33:45,3,0,0,2
742,942,2022-12-16 16:34:30,3,0,0,1
743,285,2022-12-16 16:34:49,3,0,0,1
744,906,2022-12-16 16:35:35,1,-87634,27421,0
745,657,2022-12-16 16:36:08,1,-32065,98798,0
746,306,2022-12-16 16:36:36,2,89987,0,0
747,907,2022-12-16 16:36:54,1,-15028,60779,0
748,256,2022-12-16 16:37:23,3,0,0,2
749,591,2022-12-16 16:37:43,1,-36243,72187,0
750,954,2022-12-16 16:38:07,2,56982,0,0
751,215,2022-12-16 16:38:28,1,-73266,42980,0
752,370,2022-12-16 16:38:37,1,-79925,60114,0
753,984,2022-12-16 16:38:56,3,0,0,1
754,94,2022-12-16 16:39:25,3,0,0,2
755,666,2022-12-16 16:39:30,1,-30094,54420,0
756,727,2022-12-16 16:39:56,3,0,0,1
757,537,2022-12-16 16:40:36,2,38276,0,0
758,868,2022-12-16 16:40:44,3,0,0,1
759,345,2022-12-16 16:41:07,2,99084,0,0
760,65,2022-12-16 16:41:54,1,-60455,91822,0
761,663,2022-12-16 16:42:13,1,-88648,44540,0
762,26,2022-12-16 16:42:23,1,-93585,11983,0
763,122,2022-12-16 16:42:31,2,87682,0,0
764,754,2022-12-16 16:42:32,3,0,0,1
765,176,2022-12-16 16:42:43,3,0,0,2
766,671,2022-12-16 16:43:01,2,98964,0,0
767,859,2022-12-16 16:43:31,3,0,0,1
768,572,2022-12-16 16:44:07,1,-14178,1449,0
769,908,2022-12-16 16:44:30,1,-54537,81852,0
770,378,2022-12-16 16:45:19,1,-30456,46034,0
771,342,2022-12-16 16:46:05,3,0,0,2
772,394,2022-12-16 16:46:45,2,42086,0,0
773,169,2022-12-16 16:46:53,3,0,0,2
774,32,2022-12-16 16:47:30,1,-32489,67124,0
775,834,2022-12-16 16:48:00,2,11618,0,0
776,262,2022-12-16 16:48:20,1,-70876,78009,0
777,304,2022-12-16 16:48:44,3,0,0,2
778,787,2022-12-16 16:48:49,3,0,0,1
779,270,2022-12-16 16:49:36,3,0,0,1
780,64,2022-12-16 16:50:01,3,0,0,1
781,647,2022-12-16 16:50:10,2,24768,0,0
782,573,2022-12-16 16:50:21,1,-28413,98130,0
783,311,2022-12-16 16:50:27,2,22182,0,0
784,630,2022-12-16 16:50:47,1,-84250,18284,0
785,493,2022-12-16 16:51:08,3,0,0,1
786,727,2022-12-16 16:51:51,2,22399,0,0
787,817,2022-12-16 16:52:02,2,70329,0,0
788,643,2022-12-16 16:52:35,1,-56340,39939,0
789,546,2022-12-16 16:52:51,2,59341,0,0
790,315,2022-12-16 16:53:01,2,84963,0,0
791,949,2022-12-16 16:53:47,1,-88358,15040,0
792,674,2022-12-16 16:54:10,3,0,0,2
793,118,2022-12-16 16:54:16,2,9213,0,0
794,996,2022-12-16 16:54:40,2,39836,0,0
795,883,2022-12-16 16:55:11,2,28669,0,0
796,758,2022-12-16 16:55:15,1,-76418,11952,0
797,683,2022-12-16 16:55:46,2,5167,0,0
798,315,2022-12-16 16:56:06,1,-7759,41389,0
799,958,2022-12-16 16:56:36,2,36073,0,0
800,50,2022-12-16 16:56:50,1,-96824,74827,0
801,323,2022-12-16 16:57:20,3,0,0,1
802,649,2022-12-16 16:57:46,3,0,0,2
803,858,2022-12-16 16:58:07,1,-41422,69395,0
804,386,2022-12-16 16:58:29,3,0,0,1
805,198,2022-12-16 16:58:53,1,-12569,83547,0
806,649,2022-12-16 16:59:37,3,0,0,2
807,768,2022-12-16 17:00:11,1,-27824,8887,0
808,361,2022-12-16 17:00:29,3,0,0,2
809,432,2022-12-16 17:01:17,2,82721,0,0
810,387,2022-12-16 17:01:19,3,0,0,2
811,45,2022-12-16 17:01:36,3,0,0,1
812,300,2022-12-16 17:01:43,3,0,0,2
813,845,2022-12-16 17:02:25,1,-24422,3911,0
814,833,2022-12-16 17:02:56,3,0,0,2
815,671,2022-12-16 17:03:12,1,-74661,25814,0
816,806,2022-12-16 17:03:14,1,-75703,68346,0
817,127,2022-12-16 17:03:37,1,-74200,96557,0
818,919,2022-12-16 17:04:14,1,-7324,67007,0
819,817,2022-12-16 17:04:17,3,0,0,1
820,411,2022-12-16 17:04:22,2,22396,0,0
821,430,2022-12-16 17:04:57,3,0,0,1
822,989,2022-12-16 17:05:34,2,24861,0,0
823,223,2022-12-16 17:05:58,1,-69762,73702,0
824,999,2022-12-16 17:06:47,2,8104,0,0
825,487,2022-12-16 17:07:14,1,-52373,45508,0
826,885,2022-12-16 17:07:42,1,-21511,35348,0
827,727,2022-12-16 17:08:01,1,-5180,97573,0
828,765,2022-12-16 17:08:35,2,34699,0,0
829,416,2022-12-16 17:09:24,3,0,0,2
830,45,2022-12-16 17:10:03,2,27019,0,0
831,230,2022-12-16 17:10:52,1,-19252,5243,0
832,16,2022-12-16 17:11:26,1,-45013,20440,0
833,952,2022-12-16 17:12:11,1,-57275,74359,0
834,693,2022-12-16 17:12:35,2,16008,0,0
835,16,2022-12-16 17:12:47,1,-52855,49771,0
836,301,2022-12-16 17:13:19,3,0,0,2
837,41,2022-12-16 17:13:54,1,-21387,23497,0
838,984,2022-12-16 17:13:57,3,0,0,1
839,530,2022-12-16 17:14:31,3,0,0,1
840,281,2022-12-16 17:15:02,2,56262,0,0
841,124,2022-12-16 17:15:36,2,10287,0,0
842,24,2022-12-16 17:16:07,1,-50946,24766,0
843,625,2022-12-16 17:16:19,1,-97799,6936,0
844,300,2022-12-16 17:16:58,3,0,0,1
845,714,2022-12-16 17:17:39,2,32037,0,0
846,417,2022-12-16 17:17:44,2,75310,0,0
847,458,2022-12-16 17:17:58,2,23729,0,0
848,568,2022-12-16 17:18:27,1,-4104,83563,0
849,446,2022-12-16 17:19:17,2,7720,0,0
850,810,2022-12-16 17:19:52,2,95030,0,0
851,405,2022-12-16 17:20:27,2,18549,0,0
852,36,2022-12-16 17:21:02,2,84959,0,0
853,301,2022-12-16 17:21:20,1,-45734,55178,0
854,555,2022-12-16 17:21:45,3,0,0,2
855,277,2022-12-16 17:21:53,1,-21352,99771,0
856,736,2022-12-16 17:21:56,3,0,0,1
857,698,2022-12-16 17:22:26,2,95682,0,0
858,490,2022-12-16 17:22:32,1,-34908,29447,0
859,149,2022-12-16 17:22:40,3,0,0,1
860,35,2022-12-16 17:22:56,1,-91110,43392,0
861,519,2022-12-16 17:23:24,1,-7426,77764,0
862,722,2022-12-16 17:24:00,2,92482,0,0
863,161,2022-12-16 17:24:42,3,0,0,1
864,945,2022-12-16 17:25:18,2,65630,0,0
865,40,2022-12-16 17:25:34,2,29258,0,0
866,493,2022-12-16 17:25:45,1,-26475,75868,0
867,53,2022-12-16 17:26:07,3,0,0,2
868,255,2022-12-16 17:26:37,2,45330,0,0
869,477,2022-12-16 17:27:19,3,0,0,2
870,508,2022-12-16 17:27:46,2,13793,0,0
871,514,2022-12-16 17:27:54,1,-25151,32755,0
872,214,2022-12-16 17:28:17,1,-10883,5637,0
873,814,2022-12-16 17:28:49,1,-38243,60819,0
874,389,2022-12-16 17:29:03,1,-4628,26107,0
875,508,2022-12-16 17:29:14,2,22473,0,0
876,971,2022-12-16 17:29:30,1,-16310,17710,0
877,971,2022-12-16 17:30:02,2,40855,0,0
878,766,2022-12-16 17:30:17,3,0,0,1
879,635,2022-12-16 17:30:48,2,73984,0,0
880,14,2022-12-16 17:31:30,1,-28988,46512,0
881,958,2022-12-16 17:31:53,3,0,0,2
882,776,2022-12-16 17:32:33,2,22816,0,0
883,510,2022-12-16 17:33:16,3,0,0,2
884,56,2022-12-16 17:33:22,3,0,0,2
885,977,2022-12-16 17:33:41,3,0,0,1
886,579,2022-12-16 17:34:12,2,53888,0,0
887,771,2022-12-16 17:34:17,3,0,0,2
888,163,2022-12-16 17:34:42,3,0,0,1
889,662,2022-12-16 17:34:52,2,76375,0,0
890,750,2022-12-16 17:35:04,1,-66501,1542,0
891,952,2022-12-16 17:35:30,1,-29653,85570,0
892,743,2022-12-16 17:35:34,3,0,0,1
893,919,2022-12-16 17:35:59,3,0,0,1
894,722,2022-12-16 17:36:12,3,0,0,1
895,800,2022-12-16 17:36:40,1,-31034,32054,0
896,633,2022-12-16 17:37:17,1,-30458,84487,0
897,502,2022-12-16 17:38:03,3,0,0,2
898,923,2022-12-16 17:38:49,3,0,0,2
899,536,2022-12-16 17:39:01,3,0,0,1
900,911,2022-12-16 17:39:13,3,0,0,2
901,541,2022-12-16 17:39:57,3,0,0,1
902,809,2022-12-16 17:40:29,2,18669,0,0
903,343,2022-12-16 17:40:42,2,81514,0,0
904,29,2022-12-16 17:40:57,1,-84443,30956,0
905,639,2022-12-16 17:41:37,3,0,0,2
906,252,2022-12-16 17:41:53,1,-12118,13327,0
907,705,2022-12-16 17:42:39,2,47823,0,0
908,877,2022-12-16 17:43:03,2,9300,0,0
909,55,2022-12-16 17:43:28,3,0,0,2
910,465,2022-12-16 17:44:11,3,0,0,2
911,487,2022-12-16 17:44:19,3,0,0,1
912,124,2022-12-16 17:44:23,3,0,0,1
913,869,2022-12-16 17:45:04,2,67170,0,0
914,372,2022-12-16 17:45:07,1,-54491,89904,0
915,198,2022-12-16 17:45:36,2,41917,0,0
916,368,2022-12-16 17:45:39,3,0,0,2
917,679,2022-12-16 17:46:12,2,16124,0,0
918,905,2022-12-16 17:47:01,3,0,0,1
919,371,2022-12-16 17:47:19,1,-52630,46589,0
920,752,2022-12-16 17:47:55,2,17741,0,0
921,943,2022-12-16 17:48:16,3,0,0,1
922,264,2022-12-16 17:48:45,3,0,0,1
923,466,2022-12-16 17:48:54,1,-84239,11964,0
924,528,2022-12-16 17:49:15,2,23527,0,0
925,840,2022-12-16 17:49:25,2,58765,0,0
926,820,2022-12-16 17:50:02,3,0,0,2
927,385,2022-12-16 17:50:15,1,-50149,94975,0
928,621,2022-12-16 17:50:57,2,17428,0,0
929,162,2022-12-16 17:51:15,3,0,0,2
930,699,2022-12-16 17:51:54,2,66907,0,0
931,793,2022-12-16 17:52:07,1,-61620,706,0
932,794,2022-12-16 17:52:37,3,0,0,1
933,691,2022-12-16 17:52:57,2,76791,0,0
934,852,2022-12-16 17:53:05,3,0,0,1
935,447,2022-12-16 17:53:41,3,0,0,2
936,968,2022-12-16 17:53:50,1,-18617,80359,0
937,274,2022-12-16 17:54:23,1,-49908,58733,0
938,773,2022-12-16 17:54:50,2,22664,0,0
939,687,2022-12-16 17:55:39,2,14798,0,0
940,316,2022-12-16 17:56:00,2,12215,0,0
941,493,2022-12-16 17:56:14,3,0,0,2
942,600,2022-12-16 17:56:57,1,-97624,30286,0
943,429,2022-12-16 17:57:43,2,43389,0,0
944,211,2022-12-16 17:58:08,3,0,0,1
945,364,2022-12-16 17:58:18,2,84444,0,0
946,994,2022-12-16 17:58:53,2,90029,0,0
947,678,2022-12-16 17:59:40,2,60485,0,0
948,199,2022-12-16 17:59:52,3,0,0,1
949,38,2022-12-16 18:00:20,1,-98258,7437,0
950,742,2022-12-16 18:00:58,3,0,0,2
951,496,2022-12-16 18:01:25,3,0,0,1
952,400,2022-12-16 18:02:07,1,-95782,82412,0
953,804,2022-12-16 18:02:56,3,0,0,2
954,738,2022-12-16 18:03:16,2,39457,0,0
955,355,2022-12-16 18:03:22,3,0,0,2
956,361,2022-12-16 18:03:46,1,-37419,68060,0
957,210,2022-12-16 18:04:09,2,60829,0,0
958,231,2022-12-16 18:04:27,2,56549,0,0
959,110,2022-12-16 18:05:06,1,-2855,49462,0
960,8,2022-12-16 18:05:41,1,-90534,73097,0
961,517,2022-12-16 18:05:59,2,20402,0,0
962,154,2022-12-16 18:06:31,1,-56160,49781,0
963,345,2022-12-16 18:06:58,3,0,0,1
964,636,2022-12-16 18:07:31,1,-6736,16344,0
965,333,2022-12-16 18:07:54,1,-87147,85597,0
966,977,2022-12-16 18:08:40,1,-61196,74243,0
967,731,2022-12-16 18:09:10,1,-60830,5000,0
968,910,2022-12-16 18:09:41,3,0,0,1
969,884,2022-12-16 18:10:07,2,60586,0,0
970,490,2022-12-16 18:10:10,3,0,0,1
971,837,2022-12-16 18:10:59,3,0,0,2
972,124,2022-12-16 18:11:23,3,0,0,1
973,542,2022-12-16 18:11:32,1,-50339,19699,0
974,152,2022-12-16 18:11:36,2,75852,0,0
975,175,2022-12-16 18:12:08,2,44892,0,0
976,935,2022-12-16 18:12:42,1,-52465,94580,0
977,409,2022-12-16 18:12:54,2,65484,0,0
978,871,2022-12-16 18:13:00,3,0,0,2
979,812,2022-12-16 18:13:09,1,-69475,17165,0
980,424,2022-12-16 18:13:43,1,-38946,78417,0
981,841,2022-12-16 18:14:13,2,27828,0,0
982,299,2022-12-16 18:14:16,3,0,0,1
983,709,2022-12-16 18:14:36,3,0,0,1
984,394,2022-12-16 18:15:10,1,-16666,7883,0
985,780,2022-12-16 18:15:16,2,27570,0,0
986,398,2022-12-16 18:15:44,1,-16094,15274,0
987,246,2022-12-16 18:16:25,3,0,0,2
988,137,2022-12-16 18:16:40,1,-99513,65430,0
989,638,2022-12-16 18:16:49,2,79729,0,0
990,917,2022-12-16 18:17:19,1,-90427,51395,0
991,273,2022-12-16 18:17:32,3,0,0,1
992,8,2022-12-16 18:17:43,1,-98545,12298,0
993,689,2022-12-16 18:17:48,3,0,0,2
994,820,2022-12-16 18:18:19,2,61303,0,0
995,866,2022-12-16 18:19:06,1,-88148,37345,0
996,235,2022-12-16 18:19:53,1,-4256,73345,0
997,190,2022-12-16 18:20:05,3,0,0,1
998,291,2022-12-16 18:20:28,1,-39253,14043,0
999,833,2022-12-16 18:21:04,2,53579,0,0
1000,753,2022-12-16 18:21:46,2,92024,0,0
1001,640,2022-12-16 18:22:25,1,-82238,1419,0
1002,237,2022-12-16 18:22:50,3,0,0,1
1003,437,2022-12-16 18:23:34,3,0,0,1
1004,196,2022-12-16 18:23:52,3,0,0,2
1005,75,2022-12-16 18:24:33,1,-25280,17088,0
1006,548,2022-12-16 18:25:17,1,-18202,59589,0
1007,428,2022-12-16 18:25:25,1,-63685,52679,0
1008,363,2022-12-16 18:25:51,3,0,0,1
1009,796,2022-12-16 18:26:28,2,27158,0,0
1010,644,2022-12-16 18:27:09,3,0,0,2
1011,878,2022-12-16 18:27:56,3,0,0,1
1012,965,2022-12-16 18:28:37,1,-61947,50477,0
1013,62,2022-12-16 18:29:11,1,-95694,3993,0
1014,374,2022-12-16 18:29:44,2,59916,0,0
1015,17,2022-12-16 18:30:25,1,-45213,26946,0
1016,110,2022-12-16 18:31:15,3,0,0,2
1017,165,2022-12-16 18:31:30,3,0,0,1
1018,208,2022-12-16 18:32:00,1,-39133,84733,0
1019,732,2022-12-16 18:32:16,1,-35768,5109,0
1020,216,2022-12-16 18:32:25,3,0,0,2
1021,641,2022-12-16 18:32:40,3,0,0,1
1022,290,2022-12-16 18:33:03,3,0,0,2
1023,157,2022-12-16 18:33:52,1,-97808,89206,0
1024,534,2022-12-16 18:34:06,3,0,0,2
1025,293,2022-12-16 18:34:32,3,0,0,2
1026,728,2022-12-16 18:34:39,3,0,0,1
1027,633,2022-12-16 18:34:56,1,-8905,224,0
1028,171,2022-12-16 18:35:13,2,47258,0,0
1029,162,2022-12-16 18:35:47,3,0,0,1
1030,131,2022-12-16 18:36:05,1,-79109,81449,0
1031,783,2022-12-16 18:36:30,2,11112,0,0
1032,814,2022-12-16 18:37:05,3,0,0,1
1033,197,2022-12-16 18:37:50,1,-56404,35437,0
1034,9,2022-12-16 18:38:16,2,21502,0,0
1035,791,2022-12-16 18:38:24,2,60800,0,0
1036,814,2022-12-16 18:39:00,1,-68918,500,0
1037,625,2022-12-16 18:39:04,1,-16451,28343,0
1038,227,2022-12-16 18:39:33,2,3095,0,0
1039,960,2022-12-16 18:39:37,2,98795,0,0
1040,796,2022-12-16 18:40:03,1,-18384,20958,0
1041,625,2022-12-16 18:40:46,3,0,0,2
1042,375,2022-12-16 18:41:30,3,0,0,1
1043,160,2022-12-16 18:41:49,2,65231,0,0
1044,571,2022-12-16 18:42:29,2,60645,0,0
1045,463,2022-12-16 18:43:08,2,32768,0,0
1046,736,2022-12-16 18:43:44,3,0,0,2
1047,861,2022-12-16 18:44:06,2,93104,0,0
1048,30,2022-12-16 18:44:33,1,-6946,60491,0
1049,471,2022-12-16 18:44:37,3,0,0,2
1050,309,2022-12-16 18:45:01,3,0,0,1
1051,36,2022-12-16 18:45:51,1,-32874,63687,0
1052,275,2022-12-16 18:46:36,2,26279,0,0
1053,903,2022-12-16 18:46:49,3,0,0,2
1054,556,2022-12-16 18:47:18,3,0,0,1
1055,231,2022-12-16 18:47:30,2,34657,0,0
1056,184,2022-12-16 18:47:34,3,0,0,1
